Marque;Carburant;puiss_max;CO2;masse_ordma_min;Carrosserie;boite;gamme2;Cat_CO2
ALFA-ROMEO;ES;147.0;182.0;1505;BREAK;M;MOY-SUPERIEURE;E
ALFA-ROMEO;GO;125.0;136.0;1565;BERLINE;M;MOY-SUPERIEURE;C
ALFA-ROMEO;GO;100.0;134.0;1565;BERLINE;M;MOY-SUPERIEURE;C
ALFA-ROMEO;GO;125.0;139.0;1565;BERLINE;M;MOY-SUPERIEURE;C
ALFA-ROMEO;ES;147.0;186.0;1555;BREAK;M;MOY-SUPERIEURE;E
ALFA-ROMEO;GO;125.0;139.0;1615;BREAK;M;MOY-SUPERIEURE;C
ALFA-ROMEO;GO;100.0;137.0;1615;BREAK;M;MOY-SUPERIEURE;C
ALFA-ROMEO;GO;125.0;142.0;1615;BREAK;M;MOY-SUPERIEURE;D
ALFA-ROMEO;ES;331.0;379.0;1750;CABRIOLET;M;LUXE;G
ALFA-ROMEO;ES;147.0;189.0;1505;COUPE;M;MOY-SUPERIEURE;E
ALFA-ROMEO;GO;125.0;142.0;1555;COUPE;M;MOY-SUPERIEURE;D
ALFA-ROMEO;GO;120.0;142.0;1555;COUPE;M;MOY-SUPERIEURE;D
ALFA-ROMEO;ES;88.0;149.0;1355;BERLINE;M;MOY-INFERIEURE;D
ALFA-ROMEO;ES;125.0;121.0;1380;BERLINE;A;MOY-INFERIEURE;C
ALFA-ROMEO;ES;125.0;134.0;1365;BERLINE;M;MOY-INFERIEURE;C
ALFA-ROMEO;ES;172.5;177.0;1395;BERLINE;M;MOY-INFERIEURE;E
ALFA-ROMEO;GO;77.0;114.0;1385;BERLINE;M;MOY-INFERIEURE;B
ALFA-ROMEO;GO;125.0;119.0;1410;BERLINE;A;MOY-INFERIEURE;B
ALFA-ROMEO;GO;125.0;124.0;1395;BERLINE;M;MOY-INFERIEURE;C
ALFA-ROMEO;ES;85.0;149.0;1355;BERLINE;M;MOY-INFERIEURE;D
ALFA-ROMEO;ES;120.0;121.0;1380;BERLINE;A;MOY-INFERIEURE;C
ALFA-ROMEO;ES;120.0;134.0;1365;BERLINE;M;MOY-INFERIEURE;C
ALFA-ROMEO;GO;120.0;119.0;1410;BERLINE;A;MOY-INFERIEURE;B
ALFA-ROMEO;GO;120.0;124.0;1395;BERLINE;M;MOY-INFERIEURE;C
ALFA-ROMEO;GO;103.0;119.0;1395;BERLINE;M;MOY-INFERIEURE;B
ALFA-ROMEO;GO;100.0;119.0;1395;BERLINE;M;MOY-INFERIEURE;B
ALFA-ROMEO;ES;77.0;149.0;1355;BERLINE;M;MOY-INFERIEURE;D
ALFA-ROMEO;GO;88.0;114.0;1280;BERLINE;M;INFERIEURE;B
ALFA-ROMEO;GO;85.0;114.0;1280;BERLINE;M;INFERIEURE;B
ALFA-ROMEO;ES;77.0;136.0;1185;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;ES;77.0;134.0;1165;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;ES;99.0;129.0;1210;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;ES;125.0;139.0;1220;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;GO;70.0;104.0;1225;BERLINE;M;INFERIEURE;B
ALFA-ROMEO;ES;99.0;126.0;1245;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;GO;62.0;95.0;1225;BERLINE;M;INFERIEURE;A
ALFA-ROMEO;GO;62.0;90.0;1225;BERLINE;M;INFERIEURE;A
ALFA-ROMEO;GO;62.0;88.0;1225;BERLINE;M;INFERIEURE;A
ALFA-ROMEO;ES;57.0;130.0;1155;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;ES;51.0;134.0;1155;BERLINE;M;INFERIEURE;C
ALFA-ROMEO;ES;62.5;98.0;1205;BERLINE;M;INFERIEURE;A
ALFA-ROMEO;ES;77.0;99.0;1205;BERLINE;M;INFERIEURE;A
ALFA-ROMEO;ES;147.0;192.0;1565;CABRIOLET;M;SUPERIEURE;E
ALFA-ROMEO;GO;125.0;142.0;1615;CABRIOLET;M;SUPERIEURE;D
ALFA-ROMEO;GO;120.0;142.0;1615;CABRIOLET;M;SUPERIEURE;D
ASTON MARTIN;ES;72.0;116.0;1063;BERLINE;M;INFERIEURE;B
ASTON MARTIN;ES;381.0;333.0;1860;COUPE;A;LUXE;G
ASTON MARTIN;ES;381.0;333.0;1965;COUPE;A;LUXE;G
ASTON MARTIN;ES;559.3;555.0;1815;COUPE;A;LUXE;G
ASTON MARTIN;ES;559.3;572.0;1815;COUPE;A;LUXE;G
ASTON MARTIN;ES;410.0;332.0;2065;COUPE;A;LUXE;G
ASTON MARTIN;ES;422.0;335.0;1814;COUPE;A;LUXE;G
ASTON MARTIN;ES;313.2;321.0;1785;COUPE;M;LUXE;G
ASTON MARTIN;ES;313.2;299.0;1785;COUPE;A;LUXE;G
ASTON MARTIN;ES;320.7;321.0;1765;COUPE;M;LUXE;G
ASTON MARTIN;ES;320.7;299.0;1765;COUPE;A;LUXE;G
ASTON MARTIN;ES;313.2;321.0;1705;COUPE;M;LUXE;G
ASTON MARTIN;ES;313.2;299.0;1705;COUPE;A;LUXE;G
ASTON MARTIN;ES;320.7;321.0;1685;COUPE;M;LUXE;G
ASTON MARTIN;ES;320.7;299.0;1685;COUPE;A;LUXE;G
ASTON MARTIN;ES;380.0;388.0;1755;COUPE;M;LUXE;G
ASTON MARTIN;ES;380.0;388.0;1835;COUPE;M;LUXE;G
ASTON MARTIN;ES;313.2;295.0;1785;COUPE;A;LUXE;G
ASTON MARTIN;ES;313.2;295.0;1705;COUPE;A;LUXE;G
AUDI;ES;136.0;139.0;1265;BERLINE;A;INFERIEURE;C
AUDI;ES;90.0;122.0;1200;BERLINE;A;INFERIEURE;C
AUDI;GO;66.0;110.0;1235;BERLINE;A;INFERIEURE;B
AUDI;GO;66.0;99.0;1210;BERLINE;M;INFERIEURE;A
AUDI;GO;77.0;99.0;1215;BERLINE;M;INFERIEURE;A
AUDI;ES;63.0;118.0;1115;BERLINE;M;INFERIEURE;B
AUDI;GO;105.0;108.0;1265;BERLINE;M;INFERIEURE;B
AUDI;ES;103.0;109.0;1195;BERLINE;A;INFERIEURE;B
AUDI;ES;103.0;109.0;1185;BERLINE;M;INFERIEURE;B
AUDI;ES;136.0;139.0;1290;BERLINE;A;INFERIEURE;C
AUDI;ES;90.0;122.0;1225;BERLINE;A;INFERIEURE;C
AUDI;ES;90.0;126.0;1200;BERLINE;M;INFERIEURE;C
AUDI;GO;66.0;110.0;1260;BERLINE;A;INFERIEURE;B
AUDI;GO;66.0;99.0;1235;BERLINE;M;INFERIEURE;A
AUDI;GO;77.0;99.0;1240;BERLINE;M;INFERIEURE;A
AUDI;ES;63.0;118.0;1140;BERLINE;M;INFERIEURE;B
AUDI;GO;105.0;108.0;1290;BERLINE;M;INFERIEURE;B
AUDI;ES;103.0;113.0;1220;BERLINE;A;INFERIEURE;B
AUDI;ES;103.0;113.0;1210;BERLINE;M;INFERIEURE;B
AUDI;ES;188.0;199.0;1465;BERLINE;M;INFERIEURE;E
AUDI;ES;92.0;139.0;1485;CABRIOLET;M;MOY-INFERIEURE;C
AUDI;GO;77.0;114.0;1505;CABRIOLET;M;MOY-INFERIEURE;B
AUDI;ES;77.0;132.0;1435;CABRIOLET;M;MOY-INFERIEURE;C
AUDI;ES;147.0;171.0;1560;CABRIOLET;A;MOY-INFERIEURE;E
AUDI;ES;147.0;169.0;1510;CABRIOLET;M;MOY-INFERIEURE;E
AUDI;ES;118.0;154.0;1525;CABRIOLET;A;MOY-INFERIEURE;D
AUDI;ES;118.0;156.0;1500;CABRIOLET;M;MOY-INFERIEURE;D
AUDI;GO;100.0;134.0;1570;CABRIOLET;A;MOY-INFERIEURE;C
AUDI;GO;100.0;119.0;1550;CABRIOLET;M;MOY-INFERIEURE;B
AUDI;ES;132.0;130.0;1325;BERLINE;A;MOY-INFERIEURE;C
AUDI;ES;132.0;135.0;1305;BERLINE;M;MOY-INFERIEURE;C
AUDI;ES;132.0;152.0;1425;BERLINE;A;MOY-INFERIEURE;D
AUDI;ES;221.0;159.0;1490;BERLINE;A;MOY-INFERIEURE;D
AUDI;ES;221.0;162.0;1470;BERLINE;M;MOY-INFERIEURE;E
AUDI;ES;77.0;112.0;1245;BERLINE;A;MOY-INFERIEURE;B
AUDI;ES;77.0;114.0;1225;BERLINE;M;MOY-INFERIEURE;B
AUDI;GO;77.0;102.0;1325;BERLINE;A;MOY-INFERIEURE;B
AUDI;GO;77.0;99.0;1305;BERLINE;M;MOY-INFERIEURE;A
AUDI;ES;90.0;120.0;1250;BERLINE;M;MOY-INFERIEURE;B
AUDI;ES;103.0;110.0;1280;BERLINE;A;MOY-INFERIEURE;B
AUDI;ES;103.0;109.0;1270;BERLINE;M;MOY-INFERIEURE;B
AUDI;GO;110.0;117.0;1370;BERLINE;A;MOY-INFERIEURE;B
AUDI;GO;110.0;106.0;1355;BERLINE;M;MOY-INFERIEURE;B
AUDI;GO;110.0;122.0;1435;BERLINE;M;MOY-INFERIEURE;C
AUDI;ES;132.0;130.0;1355;BERLINE;A;MOY-INFERIEURE;C
AUDI;GO;77.0;102.0;1355;BERLINE;A;MOY-INFERIEURE;B
AUDI;GO;77.0;99.0;1335;BERLINE;M;MOY-INFERIEURE;A
AUDI;ES;90.0;116.0;1300;BERLINE;A;MOY-INFERIEURE;B
AUDI;ES;90.0;120.0;1280;BERLINE;M;MOY-INFERIEURE;B
AUDI;ES;103.0;110.0;1310;BERLINE;A;MOY-INFERIEURE;B
AUDI;ES;103.0;112.0;1300;BERLINE;M;MOY-INFERIEURE;B
AUDI;GO;110.0;119.0;1395;BERLINE;A;MOY-INFERIEURE;B
AUDI;GO;110.0;108.0;1385;BERLINE;M;MOY-INFERIEURE;B
AUDI;GO;110.0;122.0;1465;BERLINE;M;MOY-INFERIEURE;C
AUDI;ES;88.0;154.0;1565;BREAK;M;MOY-SUPERIEURE;D
AUDI;GO;180.0;154.0;1755;BREAK;M;MOY-SUPERIEURE;D
AUDI;ES;331.0;249.0;1870;BREAK;A;MOY-SUPERIEURE;F
AUDI;GO;130.0;126.0;1610;BREAK;M;MOY-SUPERIEURE;C
AUDI;GO;130.0;144.0;1715;BREAK;A;MOY-SUPERIEURE;D
AUDI;GO;130.0;139.0;1675;BREAK;M;MOY-SUPERIEURE;C
AUDI;ES;245.0;197.0;1825;BREAK;A;MOY-SUPERIEURE;E
AUDI;GO;100.0;116.0;1610;BREAK;M;MOY-SUPERIEURE;B
AUDI;GO;88.0;123.0;1615;BREAK;M;MOY-SUPERIEURE;C
AUDI;GO;180.0;154.0;1840;BREAK;A;MOY-SUPERIEURE;D
AUDI;GO;150.0;135.0;1695;BREAK;M;MOY-SUPERIEURE;C
AUDI;ES;200.0;197.0;1790;BREAK;A;MOY-SUPERIEURE;E
AUDI;GO;130.0;156.0;1745;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;D
AUDI;GO;130.0;153.0;1705;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
AUDI;GO;180.0;159.0;1865;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;D
AUDI;ES;88.0;151.0;1505;BERLINE;M;MOY-SUPERIEURE;D
AUDI;GO;180.0;152.0;1715;BERLINE;M;MOY-SUPERIEURE;D
AUDI;GO;130.0;120.0;1555;BERLINE;M;MOY-SUPERIEURE;B
AUDI;GO;130.0;139.0;1670;BERLINE;A;MOY-SUPERIEURE;C
AUDI;GO;130.0;134.0;1635;BERLINE;M;MOY-SUPERIEURE;C
AUDI;ES;245.0;190.0;1780;BERLINE;A;MOY-SUPERIEURE;E
AUDI;GO;100.0;112.0;1550;BERLINE;M;MOY-SUPERIEURE;B
AUDI;GO;88.0;117.0;1560;BERLINE;M;MOY-SUPERIEURE;B
AUDI;GO;180.0;149.0;1795;BERLINE;A;MOY-SUPERIEURE;D
AUDI;GO;150.0;133.0;1650;BERLINE;M;MOY-SUPERIEURE;C
AUDI;ES;200.0;190.0;1740;BERLINE;A;MOY-SUPERIEURE;E
AUDI;GO;180.0;151.0;1680;COUPE;M;MOY-SUPERIEURE;D
AUDI;ES;331.0;246.0;1790;COUPE;A;MOY-SUPERIEURE;F
AUDI;GO;130.0;120.0;1545;COUPE;M;MOY-SUPERIEURE;B
AUDI;GO;130.0;139.0;1650;COUPE;A;MOY-SUPERIEURE;C
AUDI;GO;130.0;134.0;1610;COUPE;M;MOY-SUPERIEURE;C
AUDI;ES;245.0;190.0;1750;COUPE;A;MOY-SUPERIEURE;E
AUDI;GO;180.0;149.0;1755;COUPE;A;MOY-SUPERIEURE;D
AUDI;GO;150.0;133.0;1615;COUPE;M;MOY-SUPERIEURE;C
AUDI;ES;200.0;190.0;1725;COUPE;A;MOY-SUPERIEURE;E
AUDI;ES;331.0;249.0;1995;CABRIOLET;A;MOY-SUPERIEURE;F
AUDI;GO;130.0;127.0;1730;CABRIOLET;M;MOY-SUPERIEURE;C
AUDI;GO;130.0;142.0;1795;CABRIOLET;M;MOY-SUPERIEURE;D
AUDI;ES;245.0;199.0;1955;CABRIOLET;A;MOY-SUPERIEURE;E
AUDI;ES;200.0;199.0;1925;CABRIOLET;A;MOY-SUPERIEURE;E
AUDI;GO;180.0;152.0;1735;BERLINE;M;MOY-SUPERIEURE;D
AUDI;GO;130.0;120.0;1590;BERLINE;M;MOY-SUPERIEURE;B
AUDI;GO;130.0;139.0;1700;BERLINE;A;MOY-SUPERIEURE;C
AUDI;GO;130.0;134.0;1670;BERLINE;M;MOY-SUPERIEURE;C
AUDI;ES;245.0;190.0;1820;BERLINE;A;MOY-SUPERIEURE;E
AUDI;GO;180.0;152.0;1810;TS TERRAINS/CHEMINS;A;LUXE;D
AUDI;GO;150.0;133.0;1670;BERLINE;M;MOY-SUPERIEURE;C
AUDI;ES;200.0;190.0;1790;BERLINE;A;MOY-SUPERIEURE;E
AUDI;ES;132.0;154.0;1680;BREAK;M;LUXE;D
AUDI;GO;180.0;156.0;1865;BREAK;A;LUXE;D
AUDI;ES;309.0;226.0;2025;BREAK;A;LUXE;F
AUDI;GO;130.0;132.0;1715;BREAK;M;LUXE;C
AUDI;GO;100.0;132.0;1715;BREAK;M;LUXE;C
AUDI;GO;230.0;166.0;1930;BREAK;A;LUXE;E
AUDI;ES;228.0;190.0;1865;BREAK;A;LUXE;E
AUDI;ES;150.0;177.0;1705;BREAK;M;LUXE;E
AUDI;ES;150.0;187.0;1805;BREAK;A;LUXE;E
AUDI;GO;180.0;156.0;1900;BREAK;A;LUXE;D
AUDI;GO;150.0;152.0;1865;BREAK;A;LUXE;D
AUDI;GO;150.0;139.0;1765;BREAK;M;LUXE;C
AUDI;ES;412.0;229.0;2010;BREAK;A;LUXE;F
AUDI;GO;180.0;165.0;1930;TS TERRAINS/CHEMINS;A;LUXE;E
AUDI;GO;230.0;176.0;1985;TS TERRAINS/CHEMINS;A;LUXE;E
AUDI;ES;228.0;206.0;1930;TS TERRAINS/CHEMINS;A;LUXE;F
AUDI;GO;180.0;165.0;1955;TS TERRAINS/CHEMINS;A;LUXE;E
AUDI;GO;150.0;159.0;1930;TS TERRAINS/CHEMINS;A;LUXE;D
AUDI;ES;132.0;151.0;1615;BERLINE;M;LUXE;D
AUDI;GO;180.0;156.0;1795;BERLINE;A;LUXE;D
AUDI;ES;309.0;225.0;1970;BERLINE;A;LUXE;F
AUDI;GO;130.0;129.0;1650;BERLINE;M;LUXE;C
AUDI;GO;100.0;129.0;1650;BERLINE;M;LUXE;C
AUDI;GO;230.0;166.0;1865;BERLINE;A;LUXE;E
AUDI;ES;228.0;190.0;1815;BERLINE;A;LUXE;E
AUDI;ES;150.0;177.0;1645;BERLINE;M;LUXE;E
AUDI;ES;150.0;187.0;1850;BERLINE;A;LUXE;E
AUDI;GO;180.0;156.0;1835;BERLINE;A;LUXE;D
AUDI;GO;150.0;149.0;1795;BERLINE;A;LUXE;D
AUDI;GO;150.0;139.0;1700;BERLINE;M;LUXE;C
AUDI;GO;180.0;156.0;1860;BERLINE;A;LUXE;D
AUDI;ES;309.0;225.0;2020;COUPE;A;LUXE;F
AUDI;GO;230.0;166.0;1925;BERLINE;A;LUXE;E
AUDI;ES;220.0;190.0;1860;BERLINE;A;LUXE;E
AUDI;ES;228.0;190.0;1860;BERLINE;A;LUXE;E
AUDI;ES;150.0;187.0;1865;BERLINE;A;LUXE;E
AUDI;GO;180.0;156.0;1895;BERLINE;A;LUXE;D
AUDI;GO;150.0;152.0;1860;BERLINE;A;LUXE;D
AUDI;ES;412.0;229.0;1995;BERLINE;A;LUXE;F
AUDI;GO;258.0;198.0;2120;BERLINE;A;LUXE;E
AUDI;GO;184.0;171.0;1965;BERLINE;A;LUXE;E
AUDI;ES;368.0;277.0;2130;BERLINE;A;LUXE;G
AUDI;ES;309.0;221.0;2020;BERLINE;A;LUXE;F
AUDI;ES;213.0;205.0;1955;BERLINE;A;LUXE;F
AUDI;GO;150.0;158.0;1920;BERLINE;A;LUXE;D
AUDI;GO;184.0;171.0;2005;BERLINE;A;LUXE;E
AUDI;GO;258.0;195.0;2070;BERLINE;A;LUXE;E
AUDI;GO;184.0;169.0;1915;BERLINE;A;LUXE;E
AUDI;ES;309.0;219.0;1970;BERLINE;A;LUXE;F
AUDI;ES;382.0;235.0;2050;BERLINE;A;LUXE;F
AUDI;ES;213.0;204.0;1905;BERLINE;A;LUXE;F
AUDI;GO;150.0;158.0;1870;BERLINE;A;LUXE;D
AUDI;GO;184.0;169.0;1955;BERLINE;A;LUXE;E
AUDI;ES;125.0;179.0;1630;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;GO;103.0;137.0;1520;TS TERRAINS/CHEMINS;M;SUPERIEURE;C
AUDI;GO;103.0;152.0;1645;TS TERRAINS/CHEMINS;A;SUPERIEURE;D
AUDI;GO;103.0;149.0;1610;TS TERRAINS/CHEMINS;M;SUPERIEURE;D
AUDI;GO;130.0;144.0;1565;TS TERRAINS/CHEMINS;M;SUPERIEURE;D
AUDI;GO;130.0;156.0;1660;TS TERRAINS/CHEMINS;A;SUPERIEURE;D
AUDI;GO;130.0;148.0;1650;TS TERRAINS/CHEMINS;M;SUPERIEURE;D
AUDI;ES;155.0;179.0;1640;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;GO;180.0;169.0;1935;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;GO;130.0;169.0;1895;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;GO;130.0;154.0;1830;TS TERRAINS/CHEMINS;M;SUPERIEURE;D
AUDI;GO;230.0;179.0;1995;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;GO;110.0;139.0;1755;TS TERRAINS/CHEMINS;M;SUPERIEURE;C
AUDI;GO;110.0;154.0;1830;TS TERRAINS/CHEMINS;M;SUPERIEURE;D
AUDI;ES;132.0;174.0;1795;TS TERRAINS/CHEMINS;M;SUPERIEURE;E
AUDI;ES;165.0;184.0;1830;TS TERRAINS/CHEMINS;A;SUPERIEURE;E
AUDI;ES;165.0;174.0;1795;TS TERRAINS/CHEMINS;M;SUPERIEURE;E
AUDI;GO;250.0;242.0;2515;TS TERRAINS/CHEMINS;A;LUXE;F
AUDI;GO;150.0;189.0;2375;TS TERRAINS/CHEMINS;A;LUXE;E
AUDI;ES;245.0;249.0;2345;TS TERRAINS/CHEMINS;A;LUXE;F
AUDI;ES;200.0;249.0;2325;TS TERRAINS/CHEMINS;A;LUXE;F
AUDI;GO;180.0;195.0;2375;TS TERRAINS/CHEMINS;A;LUXE;E
AUDI;ES;316.0;289.0;1660;COUPE;A;LUXE;G
AUDI;ES;316.0;332.0;1635;COUPE;M;LUXE;G
AUDI;ES;404.0;299.0;1670;COUPE;A;LUXE;G
AUDI;ES;404.0;346.0;1645;COUPE;M;LUXE;G
AUDI;ES;386.0;305.0;1720;COUPE;A;LUXE;G
AUDI;ES;386.0;346.0;1695;COUPE;M;LUXE;G
AUDI;ES;316.0;294.0;1760;COUPE;A;LUXE;G
AUDI;ES;316.0;337.0;1735;COUPE;M;LUXE;G
AUDI;ES;386.0;310.0;1820;COUPE;A;LUXE;G
AUDI;ES;386.0;349.0;1795;COUPE;M;LUXE;G
AUDI;ES;118.0;147.0;1355;COUPE;A;LUXE;D
AUDI;ES;118.0;149.0;1335;COUPE;M;LUXE;D
AUDI;ES;200.0;179.0;1505;COUPE;A;LUXE;E
AUDI;ES;200.0;184.0;1485;COUPE;M;LUXE;E
AUDI;ES;250.0;197.0;1550;COUPE;A;LUXE;E
AUDI;ES;250.0;209.0;1525;COUPE;M;LUXE;F
AUDI;ES;265.0;197.0;1550;COUPE;A;LUXE;E
AUDI;ES;265.0;209.0;1525;COUPE;M;LUXE;F
AUDI;ES;155.0;164.0;1375;COUPE;A;LUXE;E
AUDI;ES;155.0;154.0;1355;COUPE;M;LUXE;D
AUDI;ES;155.0;169.0;1455;COUPE;A;LUXE;E
AUDI;GO;125.0;144.0;1490;COUPE;A;LUXE;D
AUDI;GO;125.0;139.0;1465;COUPE;M;LUXE;C
AUDI;ES;118.0;152.0;1395;COUPE;A;LUXE;D
AUDI;ES;118.0;152.0;1380;COUPE;M;LUXE;D
AUDI;ES;200.0;184.0;1570;COUPE;A;LUXE;E
AUDI;ES;200.0;189.0;1550;COUPE;M;LUXE;E
AUDI;ES;250.0;199.0;1610;COUPE;A;LUXE;E
AUDI;ES;250.0;212.0;1585;COUPE;M;LUXE;F
AUDI;ES;265.0;199.0;1610;COUPE;A;LUXE;E
AUDI;ES;265.0;212.0;1585;COUPE;M;LUXE;F
AUDI;ES;155.0;168.0;1395;COUPE;A;LUXE;E
AUDI;ES;155.0;156.0;1390;COUPE;M;LUXE;D
AUDI;ES;155.0;172.0;1500;COUPE;A;LUXE;E
AUDI;GO;125.0;146.0;1535;COUPE;A;LUXE;D
AUDI;GO;125.0;144.0;1505;COUPE;M;LUXE;D
BENTLEY;ES;460.0;338.0;2395;COUPE;A;LUXE;G
BENTLEY;ES;423.0;338.0;2395;COUPE;A;LUXE;G
BENTLEY;ES;373.0;246.0;2370;COUPE;A;LUXE;F
BENTLEY;ES;460.0;347.0;2570;COUPE;A;LUXE;G
BENTLEY;ES;423.0;347.0;2570;CABRIOLET;A;LUXE;G
BENTLEY;ES;373.0;254.0;2545;CABRIOLET;A;LUXE;G
BENTLEY;ES;460.0;343.0;2565;BERLINE;A;LUXE;G
BENTLEY;ES;460.0;343.0;2550;BERLINE;A;LUXE;G
BENTLEY;ES;373.0;250.0;2505;BERLINE;A;LUXE;G
BENTLEY;ES;373.0;250.0;2492;BERLINE;A;LUXE;G
BENTLEY;ES;377.0;393.0;2760;BERLINE;A;LUXE;G
BMW;GO;70.0;112.0;1380;BERLINE;M;MOY-INFERIEURE;B
BMW;ES;75.0;129.0;1365;BERLINE;M;MOY-INFERIEURE;C
BMW;ES;75.0;132.0;1365;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;70.0;112.0;1385;BERLINE;M;MOY-INFERIEURE;B
BMW;ES;90.0;143.0;1320;BERLINE;M;MOY-INFERIEURE;D
BMW;ES;90.0;154.0;1350;BERLINE;A;MOY-INFERIEURE;D
BMW;GO;85.0;118.0;1370;BERLINE;M;MOY-INFERIEURE;B
BMW;ES;100.0;134.0;1385;BERLINE;A;MOY-INFERIEURE;C
BMW;ES;100.0;132.0;1365;BERLINE;M;MOY-INFERIEURE;C
BMW;ES;160.0;149.0;1440;BERLINE;A;MOY-INFERIEURE;D
BMW;ES;160.0;154.0;1420;BERLINE;M;MOY-INFERIEURE;D
BMW;GO;85.0;119.0;1420;BERLINE;A;MOY-INFERIEURE;B
BMW;GO;85.0;117.0;1385;BERLINE;M;MOY-INFERIEURE;B
BMW;ES;105.0;152.0;1495;BERLINE;M;MOY-INFERIEURE;D
BMW;ES;105.0;162.0;1520;BERLINE;A;MOY-INFERIEURE;E
BMW;GO;105.0;127.0;1560;CABRIOLET;M;MOY-INFERIEURE;C
BMW;GO;105.0;145.0;1575;CABRIOLET;A;MOY-INFERIEURE;D
BMW;GO;105.0;118.0;1395;COUPE;M;MOY-INFERIEURE;B
BMW;GO;105.0;140.0;1420;COUPE;A;MOY-INFERIEURE;C
BMW;ES;125.0;134.0;1390;BERLINE;A;MOY-INFERIEURE;C
BMW;ES;125.0;137.0;1370;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;105.0;119.0;1385;BERLINE;M;MOY-INFERIEURE;B
BMW;GO;105.0;140.0;1410;BERLINE;A;MOY-INFERIEURE;C
BMW;ES;105.0;143.0;1340;BERLINE;M;MOY-INFERIEURE;D
BMW;ES;105.0;154.0;1365;BERLINE;A;MOY-INFERIEURE;D
BMW;ES;125.0;134.0;1370;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;105.0;119.0;1420;BERLINE;A;MOY-INFERIEURE;B
BMW;GO;105.0;118.0;1395;BERLINE;M;MOY-INFERIEURE;B
BMW;ES;125.0;152.0;1375;COUPE;M;MOY-INFERIEURE;D
BMW;ES;125.0;154.0;1395;COUPE;A;MOY-INFERIEURE;D
BMW;ES;125.0;158.0;1505;CABRIOLET;M;MOY-INFERIEURE;D
BMW;ES;125.0;163.0;1535;CABRIOLET;A;MOY-INFERIEURE;E
BMW;GO;130.0;132.0;1580;CABRIOLET;M;MOY-INFERIEURE;C
BMW;GO;130.0;145.0;1590;CABRIOLET;A;MOY-INFERIEURE;D
BMW;GO;130.0;124.0;1450;COUPE;M;MOY-INFERIEURE;C
BMW;GO;130.0;140.0;1450;COUPE;A;MOY-INFERIEURE;C
BMW;GO;135.0;119.0;1415;BERLINE;M;MOY-INFERIEURE;B
BMW;GO;135.0;122.0;1415;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;135.0;123.0;1495;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;135.0;126.0;1495;BERLINE;M;MOY-INFERIEURE;C
BMW;ES;125.0;153.0;1365;BERLINE;M;MOY-INFERIEURE;D
BMW;ES;125.0;155.0;1385;BERLINE;A;MOY-INFERIEURE;D
BMW;GO;130.0;125.0;1440;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;130.0;140.0;1440;BERLINE;A;MOY-INFERIEURE;C
BMW;GO;135.0;123.0;1500;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;135.0;126.0;1500;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;135.0;116.0;1440;BERLINE;A;MOY-INFERIEURE;B
BMW;GO;135.0;119.0;1440;BERLINE;A;MOY-INFERIEURE;B
BMW;GO;135.0;119.0;1420;BERLINE;M;MOY-INFERIEURE;B
BMW;GO;135.0;122.0;1420;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;160.0;126.0;1480;BERLINE;A;MOY-INFERIEURE;C
BMW;GO;160.0;129.0;1465;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;150.0;139.0;1615;CABRIOLET;M;MOY-INFERIEURE;C
BMW;GO;150.0;149.0;1615;CABRIOLET;A;MOY-INFERIEURE;D
BMW;GO;150.0;134.0;1495;COUPE;M;MOY-INFERIEURE;C
BMW;GO;150.0;145.0;1495;COUPE;A;MOY-INFERIEURE;D
BMW;GO;150.0;135.0;1485;BERLINE;M;MOY-INFERIEURE;C
BMW;GO;150.0;145.0;1485;BERLINE;A;MOY-INFERIEURE;D
BMW;ES;160.0;189.0;1480;COUPE;M;MOY-INFERIEURE;E
BMW;ES;160.0;189.0;1505;COUPE;A;MOY-INFERIEURE;E
BMW;ES;160.0;194.0;1585;BERLINE;M;MOY-INFERIEURE;E
BMW;ES;160.0;194.0;1615;CABRIOLET;A;MOY-INFERIEURE;E
