Marque;Carburant;puiss_max;CO2;masse_ordma_min;Carrosserie;boite;gamme2;Cat_CO2
PORSCHE;ES;220.0;220.0;1895;BERLINE;A;LUXE;F
PORSCHE;ES;220.0;237.0;1895;BERLINE;A;LUXE;F
PORSCHE;ES;220.0;232.0;1895;BERLINE;A;LUXE;F
PORSCHE;ES;294.0;293.0;1845;BERLINE;M;LUXE;G
PORSCHE;ES;294.0;288.0;1845;BERLINE;M;LUXE;G
PORSCHE;ES;294.0;247.0;1875;BERLINE;A;LUXE;F
PORSCHE;ES;294.0;242.0;1875;BERLINE;A;LUXE;F
PORSCHE;ES;294.0;261.0;1875;BERLINE;A;LUXE;G
PORSCHE;ES;294.0;256.0;1875;BERLINE;A;LUXE;G
PORSCHE;ES;294.0;254.0;1935;BERLINE;A;LUXE;G
PORSCHE;ES;294.0;249.0;1935;BERLINE;A;LUXE;F
PORSCHE;ES;294.0;268.0;1935;BERLINE;A;LUXE;G
PORSCHE;ES;294.0;263.0;1935;BERLINE;A;LUXE;G
PORSCHE;ES;368.0;270.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;368.0;265.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;368.0;286.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;368.0;281.0;2045;BERLINE;A;LUXE;G
PORSCHE;GO;184.0;172.0;1955;BERLINE;A;LUXE;E
PORSCHE;GO;184.0;167.0;1955;BERLINE;A;LUXE;E
PORSCHE;ES;397.0;270.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;397.0;265.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;397.0;286.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;397.0;281.0;2045;BERLINE;A;LUXE;G
PORSCHE;ES;316.0;256.0;1995;BERLINE;A;LUXE;G
PORSCHE;ES;316.0;251.0;1995;BERLINE;A;LUXE;G
QUATTRO;ES;250.0;212.0;1650;BERLINE;A;MOY-INFERIEURE;F
RENAULT;ES;88.0;125.0;1255;TS TERRAINS/CHEMINS;A;INFERIEURE;C
RENAULT;ES;66.0;113.0;1176;TS TERRAINS/CHEMINS;M;INFERIEURE;B
RENAULT;GO;66.0;95.0;1245;TS TERRAINS/CHEMINS;M;INFERIEURE;A
RENAULT;GO;55.0;95.0;1146;BERLINE;M;INFERIEURE;A
RENAULT;ES;54.0;127.0;1055;BERLINE;M;INFERIEURE;C
RENAULT;ES;88.0;120.0;1165;BERLINE;A;INFERIEURE;B
RENAULT;ES;147.0;144.0;1279;BERLINE;A;INFERIEURE;D
RENAULT;ES;66.0;105.0;1084;BERLINE;M;INFERIEURE;B
RENAULT;ES;66.0;99.0;1084;BERLINE;M;INFERIEURE;A
RENAULT;GO;66.0;83.0;1146;BERLINE;M;INFERIEURE;A
RENAULT;GO;66.0;90.0;1146;BERLINE;M;INFERIEURE;A
RENAULT;GO;55.0;95.0;1194;BREAK;M;INFERIEURE;A
RENAULT;ES;54.0;127.0;1105;BREAK;M;INFERIEURE;C
RENAULT;ES;88.0;120.0;1199;BREAK;A;INFERIEURE;B
RENAULT;ES;66.0;105.0;1130;BREAK;M;INFERIEURE;B
RENAULT;GO;66.0;90.0;1196;BREAK;M;INFERIEURE;A
RENAULT;GO;66.0;83.0;1196;BREAK;M;INFERIEURE;A
RENAULT;GO;55.0;99.0;1174;BERLINE;M;INFERIEURE;A
RENAULT;ES;55.0;130.0;1062;BERLINE;M;INFERIEURE;C
RENAULT;ES;55.0;130.0;1055;BERLINE;M;INFERIEURE;C
RENAULT;GO;96.0;150.0;1976;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;96.0;150.0;2001;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;110.0;150.0;1976;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;110.0;150.0;2001;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;127.0;150.0;1976;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;127.0;169.0;2004;MONOSPACE;A;SUPERIEURE;E
RENAULT;GO;127.0;150.0;2001;MONOSPACE;M;SUPERIEURE;D
RENAULT;GO;127.0;169.0;2030;MONOSPACE;A;SUPERIEURE;E
RENAULT;GO;55.0;129.0;1394;COMBISPACE;M;INFERIEURE;C
RENAULT;GO;66.0;135.0;1505;COMBISPACE;M;INFERIEURE;C
RENAULT;GO;80.0;143.0;1505;COMBISPACE;M;INFERIEURE;D
RENAULT;ES;78.0;180.0;1394;COMBISPACE;M;INFERIEURE;E
RENAULT;GO;66.0;129.0;1394;COMBISPACE;M;INFERIEURE;C
RENAULT;GO;80.0;137.0;1394;COMBISPACE;M;INFERIEURE;C
RENAULT;ES;78.0;190.0;1395;COMBISPACE;A;INFERIEURE;E
RENAULT;GO;55.0;112.0;1394;COMBISPACE;M;INFERIEURE;B
RENAULT;GO;66.0;112.0;1394;COMBISPACE;M;INFERIEURE;B
RENAULT;GO;110.0;147.0;1724;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
RENAULT;GO;110.0;166.0;1730;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
RENAULT;GO;127.0;166.0;1730;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
RENAULT;GO;110.0;184.0;1784;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
RENAULT;GO;81.0;109.0;1385;BERLINE;M;MOY-SUPERIEURE;B
RENAULT;GO;110.0;126.0;1493;BERLINE;M;MOY-SUPERIEURE;C
RENAULT;GO;110.0;118.0;1497;BERLINE;M;MOY-SUPERIEURE;B
RENAULT;GO;127.0;150.0;1575;BERLINE;A;MOY-SUPERIEURE;D
RENAULT;GO;96.0;126.0;1493;BERLINE;M;MOY-SUPERIEURE;C
RENAULT;GO;96.0;118.0;1497;BERLINE;M;MOY-SUPERIEURE;B
RENAULT;GO;130.5;144.0;1492;BERLINE;M;MOY-SUPERIEURE;D
RENAULT;GO;81.0;109.0;1488;COUPE;M;MOY-SUPERIEURE;B
RENAULT;GO;110.0;118.0;1569;COUPE;M;MOY-SUPERIEURE;B
RENAULT;GO;130.5;144.0;1597;COUPE;M;MOY-SUPERIEURE;D
RENAULT;GO;177.0;185.0;1705;COUPE;A;MOY-SUPERIEURE;E
RENAULT;GO;110.0;126.0;1569;COUPE;M;MOY-SUPERIEURE;C
RENAULT;GO;127.0;150.0;1598;COUPE;A;MOY-SUPERIEURE;D
RENAULT;GO;81.0;112.0;1395;BREAK;M;MOY-SUPERIEURE;B
RENAULT;GO;110.0;126.0;1505;BREAK;M;MOY-SUPERIEURE;C
RENAULT;GO;110.0;120.0;1505;BREAK;M;MOY-SUPERIEURE;B
RENAULT;GO;127.0;150.0;1595;BREAK;A;MOY-SUPERIEURE;D
RENAULT;GO;96.0;126.0;1505;BREAK;M;MOY-SUPERIEURE;C
RENAULT;GO;96.0;120.0;1505;BREAK;M;MOY-SUPERIEURE;B
RENAULT;GO;130.5;145.0;1505;BREAK;M;MOY-SUPERIEURE;D
RENAULT;GO;127.0;170.0;1695;BERLINE;A;SUPERIEURE;E
RENAULT;GO;110.0;140.0;1610;BERLINE;M;SUPERIEURE;C
RENAULT;GO;177.0;188.0;1730;BERLINE;A;SUPERIEURE;E
RENAULT;GO;96.0;104.0;1395;BERLINE;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;110.0;1365;BERLINE;A;SUPERIEURE;B
RENAULT;ES;85.0;119.0;1280;BERLINE;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;90.0;1290;BERLINE;M;MOY-INFERIEURE;A
RENAULT;ES;97.0;124.0;1280;BERLINE;M;MOY-INFERIEURE;C
RENAULT;GO;66.0;104.0;1290;BERLINE;M;MOY-INFERIEURE;B
RENAULT;GO;120.0;145.0;1464;BERLINE;M;MOY-INFERIEURE;D
RENAULT;GO;96.0;104.0;1395;COUPE;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;110.0;1280;COUPE;A;MOY-INFERIEURE;B
RENAULT;ES;85.0;119.0;1280;COUPE;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;90.0;1280;COUPE;M;MOY-INFERIEURE;A
RENAULT;ES;97.0;124.0;1280;COUPE;M;MOY-INFERIEURE;C
RENAULT;GO;66.0;104.0;1280;COUPE;M;MOY-INFERIEURE;B
RENAULT;ES;140.0;162.0;1395;COUPE;M;MOY-INFERIEURE;E
RENAULT;ES;195.0;174.0;1454;COUPE;M;MOY-INFERIEURE;E
RENAULT;GO;120.0;145.0;1456;COUPE;M;MOY-INFERIEURE;D
RENAULT;GO;96.0;115.0;1611;CABRIOLET;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;124.0;1611;CABRIOLET;A;MOY-INFERIEURE;C
RENAULT;GO;81.0;115.0;1602;CABRIOLET;M;MOY-INFERIEURE;B
RENAULT;ES;97.0;145.0;1590;CABRIOLET;M;MOY-INFERIEURE;D
RENAULT;ES;97.0;152.0;1594;CABRIOLET;M;MOY-INFERIEURE;D
RENAULT;GO;96.0;123.0;1615;CABRIOLET;M;MOY-INFERIEURE;C
RENAULT;GO;96.0;104.0;1395;BREAK;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;110.0;1364;BREAK;A;MOY-INFERIEURE;B
RENAULT;ES;85.0;119.0;1359;BREAK;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;90.0;1383;BREAK;M;MOY-INFERIEURE;A
RENAULT;ES;97.0;124.0;1359;BREAK;M;MOY-INFERIEURE;C
RENAULT;GO;66.0;104.0;1355;BREAK;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;109.0;1377;BREAK;M;MOY-INFERIEURE;B
RENAULT;GO;120.0;145.0;1505;BREAK;M;MOY-INFERIEURE;D
RENAULT;GO;81.0;124.0;1505;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
RENAULT;GO;81.0;124.0;1568;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
RENAULT;GO;81.0;124.0;1597;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
RENAULT;GO;81.0;124.0;1470;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
RENAULT;GO;110.0;179.0;1612;MONOSPACE COMPACT;A;MOY-INFERIEURE;E
RENAULT;GO;110.0;179.0;1693;MONOSPACE COMPACT;A;MOY-INFERIEURE;E
RENAULT;GO;110.0;179.0;1722;MONOSPACE COMPACT;A;MOY-INFERIEURE;E
RENAULT;ES;85.0;135.0;1395;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;GO;81.0;105.0;1460;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;105.0;1547;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;105.0;1505;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;105.0;1449;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;ES;97.0;145.0;1505;MONOSPACE COMPACT;M;MOY-INFERIEURE;D
RENAULT;GO;81.0;127.0;1460;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;GO;81.0;128.0;1545;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;GO;81.0;128.0;1504;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;GO;81.0;128.0;1460;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;ES;85.0;140.0;1416;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
RENAULT;ES;97.0;145.0;1416;MONOSPACE COMPACT;M;MOY-INFERIEURE;D
RENAULT;GO;96.0;114.0;1505;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;96.0;114.0;1600;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;96.0;114.0;1506;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;81.0;120.0;1438;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;70.0;120.0;1460;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
RENAULT;GO;66.0;175.0;1987;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;175.0;1987;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;171.0;1987;MINIBUS;A;MOY-SUPERIEURE;E
RENAULT;GO;66.0;175.0;1982;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;175.0;1982;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;171.0;1982;MINIBUS;A;MOY-SUPERIEURE;E
RENAULT;GO;66.0;175.0;1976;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;175.0;1976;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;171.0;1976;MINIBUS;A;MOY-SUPERIEURE;E
RENAULT;GO;66.0;190.0;2230;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;190.0;2230;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;188.0;2230;MINIBUS;A;MOY-SUPERIEURE;E
RENAULT;GO;84.0;175.0;2009;MINIBUS;M;MOY-SUPERIEURE;E
RENAULT;GO;84.0;171.0;2009;MINIBUS;A;MOY-SUPERIEURE;E
RENAULT;ES;55.0;130.0;1003;BERLINE;A;ECONOMIQUE;C
RENAULT;ES;75.0;130.0;1051;BERLINE;M;ECONOMIQUE;C
RENAULT;ES;98.0;150.0;1133;BERLINE;M;ECONOMIQUE;D
RENAULT;ES;55.0;105.0;939;BERLINE;M;ECONOMIQUE;B
RENAULT;GO;63.0;85.0;1055;BERLINE;M;ECONOMIQUE;A
RENAULT;GO;55.0;85.0;1055;BERLINE;M;ECONOMIQUE;A
RENAULT;ES;75.0;139.0;1206;CABRIOLET;M;INFERIEURE;C
RENAULT TECH;ES;78.0;180.0;1420;COMBISPACE;M;INFERIEURE;E
RENAULT TECH;ES;78.0;180.0;1418;COMBISPACE;M;INFERIEURE;E
RENAULT TECH;GO;55.0;137.0;1418;COMBISPACE;M;INFERIEURE;C
RENAULT TECH;GO;55.0;137.0;1487;COMBISPACE;M;INFERIEURE;C
RENAULT TECH;GO;66.0;137.0;1418;COMBISPACE;M;INFERIEURE;C
RENAULT TECH;GO;66.0;137.0;1487;COMBISPACE;M;INFERIEURE;C
RENAULT TECH;GO;80.0;140.0;1418;COMBISPACE;M;INFERIEURE;C
ROLLS-ROYCE;ES;420.0;327.0;2435;BERLINE;A;LUXE;G
ROLLS-ROYCE;ES;420.0;329.0;2495;BERLINE;A;LUXE;G
ROLLS-ROYCE;ES;338.0;349.0;2745;BERLINE;A;LUXE;G
ROLLS-ROYCE;ES;338.0;347.0;2655;COUPE;A;LUXE;G
ROLLS-ROYCE;ES;338.0;347.0;2635;BERLINE;A;LUXE;G
ROLLS-ROYCE;ES;338.0;347.0;2705;COUPE;A;LUXE;G
SEAT;GO;103.0;149.0;1803;MONOSPACE;A;SUPERIEURE;D
SEAT;GO;103.0;143.0;1774;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;103.0;149.0;1851;MONOSPACE;A;SUPERIEURE;D
SEAT;GO;103.0;146.0;1822;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;103.0;158.0;1891;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;103.0;162.0;1942;MONOSPACE;M;SUPERIEURE;E
SEAT;GO;85.0;143.0;1772;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;85.0;146.0;1823;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;130.0;154.0;1804;MONOSPACE;A;SUPERIEURE;D
SEAT;GO;130.0;152.0;1800;MONOSPACE;M;SUPERIEURE;D
SEAT;GO;130.0;154.0;1855;MONOSPACE;A;SUPERIEURE;D
SEAT;GO;130.0;152.0;1851;MONOSPACE;M;SUPERIEURE;D
SEAT;ES;110.0;178.0;1742;MONOSPACE;A;SUPERIEURE;E
SEAT;ES;110.0;167.0;1723;MONOSPACE;M;SUPERIEURE;E
SEAT;ES;110.0;178.0;1790;MONOSPACE;A;SUPERIEURE;E
SEAT;ES;110.0;167.0;1771;MONOSPACE;M;SUPERIEURE;E
SEAT;GO;77.0;129.0;1505;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
SEAT;GO;77.0;119.0;1480;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
SEAT;ES;77.0;132.0;1395;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
SEAT;GO;103.0;129.0;1490;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
SEAT;GO;77.0;129.0;1475;MONOSPACE COMPACT;A;MOY-INFERIEURE;C
SEAT;GO;77.0;119.0;1450;MONOSPACE COMPACT;M;MOY-INFERIEURE;B
SEAT;ES;77.0;132.0;1360;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
SEAT;GO;103.0;129.0;1465;MONOSPACE COMPACT;M;MOY-INFERIEURE;C
SEAT;GO;103.0;155.0;1615;MONOSPACE COMPACT;M;MOY-INFERIEURE;D
SEAT;ES;88.0;169.0;1495;BERLINE;M;MOY-SUPERIEURE;E
SEAT;ES;118.0;169.0;1495;BERLINE;M;MOY-SUPERIEURE;E
SEAT;GO;125.0;142.0;1530;BERLINE;M;MOY-SUPERIEURE;D
SEAT;GO;105.0;129.0;1505;BERLINE;M;MOY-SUPERIEURE;C
SEAT;GO;105.0;117.0;1505;BERLINE;M;MOY-SUPERIEURE;B
SEAT;GO;88.0;129.0;1505;BERLINE;M;MOY-SUPERIEURE;C
SEAT;GO;88.0;117.0;1505;BERLINE;M;MOY-SUPERIEURE;B
SEAT;ES;88.0;172.0;1555;BERLINE;M;MOY-SUPERIEURE;E
SEAT;ES;118.0;172.0;1555;BERLINE;M;MOY-SUPERIEURE;E
SEAT;GO;125.0;142.0;1590;BREAK;M;MOY-SUPERIEURE;D
SEAT;GO;105.0;119.0;1565;BREAK;M;MOY-SUPERIEURE;B
SEAT;GO;88.0;132.0;1565;BREAK;M;MOY-SUPERIEURE;C
SEAT;GO;88.0;119.0;1565;BREAK;M;MOY-SUPERIEURE;B
SEAT;GO;66.0;109.0;1170;BERLINE;M;INFERIEURE;B
SEAT;GO;77.0;109.0;1170;BERLINE;M;INFERIEURE;B
SEAT;ES;77.0;124.0;1115;BERLINE;A;INFERIEURE;C
SEAT;ES;77.0;119.0;1090;BERLINE;M;INFERIEURE;B
SEAT;ES;77.0;113.0;1095;BERLINE;M;INFERIEURE;B
SEAT;GO;105.0;119.0;1245;BERLINE;M;INFERIEURE;B
SEAT;GO;55.0;89.0;1150;BERLINE;M;INFERIEURE;A
SEAT;GO;55.0;99.0;1135;BERLINE;M;INFERIEURE;A
SEAT;ES;63.0;139.0;1075;BERLINE;M;INFERIEURE;C
SEAT;ES;51.0;125.0;1049;BERLINE;M;INFERIEURE;C
SEAT;ES;44.0;125.0;1049;BERLINE;M;INFERIEURE;C
SEAT;ES;132.0;139.0;1259;BERLINE;A;INFERIEURE;C
SEAT;ES;110.0;139.0;1254;BERLINE;A;INFERIEURE;C
SEAT;GO;66.0;109.0;1225;BERLINE;M;INFERIEURE;B
SEAT;GO;77.0;109.0;1225;BERLINE;M;INFERIEURE;B
SEAT;ES;77.0;124.0;1165;BERLINE;A;INFERIEURE;C
SEAT;ES;77.0;119.0;1145;BERLINE;M;INFERIEURE;B
SEAT;ES;77.0;113.0;1150;BERLINE;M;INFERIEURE;B
SEAT;GO;55.0;99.0;1190;BERLINE;M;INFERIEURE;A
SEAT;GO;55.0;89.0;1205;BERLINE;M;INFERIEURE;A
SEAT;ES;63.0;139.0;1130;BERLINE;M;INFERIEURE;C
SEAT;ES;51.0;128.0;1110;BERLINE;M;INFERIEURE;C
SEAT;ES;44.0;128.0;1110;BERLINE;M;INFERIEURE;C
SEAT;ES;132.0;132.0;1327;BERLINE;A;MOY-INFERIEURE;C
SEAT;ES;132.0;137.0;1310;BERLINE;M;MOY-INFERIEURE;C
SEAT;ES;77.0;112.0;1235;BERLINE;A;MOY-INFERIEURE;B
SEAT;ES;77.0;119.0;1199;BERLINE;M;MOY-INFERIEURE;B
SEAT;ES;63.0;119.0;1188;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;110.0;116.0;1300;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;110.0;106.0;1305;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;77.0;108.0;1281;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;77.0;99.0;1286;BERLINE;M;MOY-INFERIEURE;A
SEAT;ES;90.0;120.0;1224;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;135.0;109.0;1370;BERLINE;M;MOY-INFERIEURE;B
SEAT;ES;103.0;119.0;1211;BERLINE;M;MOY-INFERIEURE;B
SEAT;ES;132.0;132.0;1307;BERLINE;A;MOY-INFERIEURE;C
SEAT;ES;132.0;137.0;1290;BERLINE;M;MOY-INFERIEURE;C
SEAT;ES;77.0;112.0;1215;BERLINE;A;MOY-INFERIEURE;B
SEAT;ES;77.0;119.0;1179;BERLINE;M;MOY-INFERIEURE;B
SEAT;ES;63.0;119.0;1168;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;110.0;117.0;1315;BERLINE;A;MOY-INFERIEURE;B
SEAT;GO;110.0;106.0;1285;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;77.0;108.0;1261;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;77.0;99.0;1266;BERLINE;M;MOY-INFERIEURE;A
SEAT;ES;90.0;120.0;1204;BERLINE;M;MOY-INFERIEURE;B
SEAT;GO;135.0;109.0;1350;BERLINE;M;MOY-INFERIEURE;B
SEAT;ES;44.0;105.0;929;BERLINE;M;INFERIEURE;B
SEAT;ES;44.0;95.0;940;BERLINE;M;INFERIEURE;A
SEAT;ES;44.0;103.0;932;BERLINE;A;INFERIEURE;B
SEAT;ES;55.0;108.0;929;BERLINE;M;INFERIEURE;B
SEAT;ES;55.0;98.0;940;BERLINE;M;MOY-SUPERIEURE;A
SEAT;ES;55.0;105.0;932;BERLINE;A;INFERIEURE;B
SEAT;ES;90.0;134.0;1230;BERLINE;A;MOY-SUPERIEURE;C
SEAT;GO;77.0;114.0;1265;BERLINE;M;MOY-SUPERIEURE;B
SEAT;GO;77.0;106.0;1265;BERLINE;M;MOY-SUPERIEURE;B
SEAT;GO;77.0;104.0;1265;BERLINE;M;MOY-SUPERIEURE;B
SEAT;ES;63.0;119.0;1155;BERLINE;M;MOY-SUPERIEURE;B
SEAT;ES;77.0;125.0;1175;BERLINE;M;MOY-SUPERIEURE;C
SEAT;ES;77.0;118.0;1175;BERLINE;M;MOY-SUPERIEURE;B
SEAT;ES;77.0;116.0;1175;BERLINE;M;MOY-SUPERIEURE;B
SEAT;ES;55.0;137.0;1135;BERLINE;M;MOY-SUPERIEURE;C
SKODA;ES;44.0;105.0;929;BERLINE;M;INFERIEURE;B
SKODA;ES;44.0;95.0;940;BERLINE;M;INFERIEURE;A
SKODA;ES;44.0;103.0;932;BERLINE;A;INFERIEURE;B
SKODA;ES;55.0;108.0;929;BERLINE;M;INFERIEURE;B
SKODA;ES;55.0;98.0;940;BERLINE;M;INFERIEURE;A
SKODA;ES;55.0;105.0;932;BERLINE;A;INFERIEURE;B
SKODA;ES;132.0;148.0;1318;BERLINE;A;MOY-INFERIEURE;D
SKODA;GO;55.0;109.0;1204;BERLINE;M;MOY-INFERIEURE;B
SKODA;GO;66.0;109.0;1204;BERLINE;M;MOY-INFERIEURE;B
SKODA;GO;77.0;109.0;1219;BERLINE;M;MOY-INFERIEURE;B
SKODA;ES;63.0;121.0;1116;BERLINE;M;MOY-INFERIEURE;C
SKODA;ES;77.0;124.0;1164;BERLINE;A;MOY-INFERIEURE;C
SKODA;ES;77.0;124.0;1130;BERLINE;M;MOY-INFERIEURE;C
SKODA;GO;55.0;89.0;1199;BERLINE;M;MOY-INFERIEURE;A
SKODA;GO;55.0;89.0;1203;BERLINE;M;MOY-INFERIEURE;A
SKODA;ES;44.0;128.0;1095;BERLINE;M;MOY-INFERIEURE;C
SKODA;GO;55.0;109.0;1224;BREAK;M;MOY-INFERIEURE;B
SKODA;GO;66.0;109.0;1224;BREAK;M;MOY-INFERIEURE;B
SKODA;GO;77.0;109.0;1239;BREAK;M;MOY-INFERIEURE;B
SKODA;ES;63.0;121.0;1136;BREAK;M;MOY-INFERIEURE;C
SKODA;ES;77.0;124.0;1184;BREAK;A;MOY-INFERIEURE;C
SKODA;ES;77.0;124.0;1150;BREAK;M;MOY-INFERIEURE;C
SKODA;GO;55.0;89.0;1219;BREAK;M;MOY-INFERIEURE;A
SKODA;ES;44.0;132.0;1110;BREAK;M;MOY-INFERIEURE;C
SKODA;ES;90.0;147.0;1335;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;90.0;147.0;1345;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;90.0;147.0;1330;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;90.0;148.0;1315;BERLINE;M;MOY-SUPERIEURE;D
SKODA;ES;90.0;148.0;1325;BERLINE;M;MOY-SUPERIEURE;D
SKODA;ES;90.0;148.0;1310;BERLINE;M;MOY-SUPERIEURE;D
SKODA;GO;77.0;99.0;1390;BERLINE;M;MOY-SUPERIEURE;A
SKODA;GO;77.0;123.0;1380;BERLINE;A;MOY-SUPERIEURE;C
SKODA;GO;77.0;123.0;1375;BERLINE;A;MOY-SUPERIEURE;C
SKODA;GO;77.0;119.0;1365;BERLINE;M;MOY-SUPERIEURE;B
SKODA;GO;77.0;119.0;1355;BERLINE;M;MOY-SUPERIEURE;B
SKODA;GO;77.0;119.0;1350;BERLINE;M;MOY-SUPERIEURE;B
SKODA;ES;77.0;134.0;1270;BERLINE;M;MOY-SUPERIEURE;C
SKODA;ES;77.0;134.0;1265;BERLINE;M;MOY-SUPERIEURE;C
SKODA;ES;147.0;180.0;1470;BERLINE;A;MOY-SUPERIEURE;E
SKODA;ES;147.0;180.0;1460;BERLINE;A;MOY-SUPERIEURE;E
SKODA;ES;147.0;180.0;1455;BERLINE;A;MOY-SUPERIEURE;E
SKODA;ES;147.0;175.0;1450;BERLINE;M;MOY-SUPERIEURE;E
SKODA;ES;147.0;175.0;1440;BERLINE;M;MOY-SUPERIEURE;E
SKODA;ES;147.0;175.0;1435;BERLINE;M;MOY-SUPERIEURE;E
SKODA;ES;118.0;155.0;1385;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;118.0;155.0;1375;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;118.0;155.0;1370;BERLINE;A;MOY-SUPERIEURE;D
SKODA;ES;118.0;158.0;1365;BERLINE;M;MOY-SUPERIEURE;D
SKODA;ES;118.0;158.0;1355;BERLINE;M;MOY-SUPERIEURE;D
SKODA;ES;118.0;158.0;1350;BERLINE;M;MOY-SUPERIEURE;D
SKODA;GO;125.0;159.0;1505;BERLINE;A;MOY-SUPERIEURE;D
SKODA;GO;125.0;159.0;1495;BERLINE;A;MOY-SUPERIEURE;D
SKODA;GO;125.0;159.0;1490;BERLINE;A;MOY-SUPERIEURE;D
SKODA;GO;125.0;149.0;1485;BERLINE;M;MOY-SUPERIEURE;D
SKODA;GO;125.0;149.0;1475;BERLINE;M;MOY-SUPERIEURE;D
SKODA;GO;125.0;149.0;1470;BERLINE;M;MOY-SUPERIEURE;D
SKODA;GO;103.0;138.0;1415;BERLINE;A;MOY-SUPERIEURE;C
SKODA;GO;103.0;126.0;1395;BERLINE;M;MOY-SUPERIEURE;C
SKODA;ES;90.0;147.0;1350;BREAK;A;MOY-SUPERIEURE;D
SKODA;ES;90.0;147.0;1360;BREAK;A;MOY-SUPERIEURE;D
